"x","cdf","case_label","p0","gamma","mu","sigma","facet"
-4.6,0.0952904556641524,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.58666666666667,0.0958000290822657,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.57333333333333,0.0963123274854432,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.56,0.096827365445763,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.54666666666667,0.0973451576132283,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.53333333333333,0.0978657187161847,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.52,0.0983890635617387,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.50666666666667,0.0989152070361788,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.49333333333333,0.0994441641053994,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.48,0.0999759498153262,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.46666666666667,0.100510579292344,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.45333333333333,0.101048067743727,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.44,0.101588430458073,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.42666666666667,0.102131682805735,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.41333333333333,0.10267784023926,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.4,0.10322691829383,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.38666666666667,0.103778932587703,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.37333333333333,0.104333898822656,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.36,0.104891832784432,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.34666666666667,0.105452750343191,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.33333333333333,0.106016667453958,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.32,0.106583600157081,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.30666666666667,0.107153564578684,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.29333333333333,0.107726576931126,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.28,0.108302653513464,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.26666666666667,0.108881810711915,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.25333333333333,0.109464065000323,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.24,0.110049432940627,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.22666666666667,0.110637931183333,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.21333333333333,0.111229576467986,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.2,0.111824385623646,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.18666666666667,0.11242237556937,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.17333333333333,0.113023563314691,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.16,0.1136279659601,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.14666666666667,0.114235600697535,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.13333333333333,0.114846484810869,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.12,0.115460635676405,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.10666666666667,0.116078070763361,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.09333333333333,0.11669880763438,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.08,0.117322863946017,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.06666666666667,0.11795025744925,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.05333333333333,0.118581005989981,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.04,0.119215127509544,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.02666666666667,0.119852640045217,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4.01333333333333,0.120493561730732,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-4,0.121137910796793,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.98666666666667,0.121785705571596,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.97333333333333,0.122436964481347,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.96,0.123091706050786,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.94666666666667,0.12374994890372,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.93333333333333,0.124411711763543,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.92,0.125077013453779,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.90666666666667,0.125745872898608,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.89333333333333,0.126418309123411,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.88,0.127094341255309,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.86666666666667,0.127773988523705,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.85333333333333,0.128457270260833,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.84,0.129144205902311,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.82666666666667,0.129834814987685,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.81333333333333,0.130529117160996,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.8,0.131227132171329,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.78666666666667,0.13192887987338,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.77333333333333,0.132634380228021,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.76,0.133343653302864,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.74666666666667,0.134056719272836,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.73333333333333,0.134773598420751,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.72,0.135494311137886,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.70666666666667,0.136218877924561,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.69333333333333,0.136947319390727,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.68,0.137679656256544,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.66666666666667,0.138415909352978,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.65333333333333,0.139156099622388,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.64,0.139900248119125,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.62666666666667,0.14064837601013,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.61333333333333,0.141400504575536,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.6,0.142156655209273,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.58666666666667,0.142916849419676,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.57333333333333,0.143681108830098,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.56,0.144449455179526,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.54666666666667,0.145221910323196,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.53333333333333,0.145998496233218,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.52,0.146779234999198,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.50666666666667,0.147564148828871,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.49333333333333,0.148353260048726,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.48,0.149146591104648,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.46666666666667,0.14994416456255,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.45333333333333,0.150746003109021,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.44,0.151552129551966,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.42666666666667,0.152362566821259,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.41333333333333,0.153177337969392,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.4,0.153996466172134,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.38666666666667,0.154819974729184,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.37333333333333,0.155647887064844,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.36,0.156480226728674,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.34666666666667,0.157317017396171,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.33333333333333,0.158158282869436,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.32,0.159004047077855,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.30666666666667,0.159854334078779,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.29333333333333,0.160709168058205,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.28,0.16156857333147,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.26666666666667,0.162432574343936,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.25333333333333,0.163301195671691,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.24,0.164174462022245,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.22666666666667,0.165052398235232,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.21333333333333,0.165935029283119,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.2,0.166822380271917,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.18666666666667,0.167714476441889,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.17333333333333,0.168611343168278,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.16,0.169513005962018,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.14666666666667,0.170419490470468,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.13333333333333,0.171330822478138,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.12,0.172247027907421,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.10666666666667,0.173168132819334,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.09333333333333,0.174094163414255,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.08,0.175025146032675,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.06666666666667,0.175961107155937,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.05333333333333,0.176902073407001,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.04,0.177848071551191,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.02666666666667,0.178799128496964,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3.01333333333333,0.179755271296669,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-3,0.180716527147321,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.98666666666667,0.181682923391375,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.97333333333333,0.1826544875175,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.96,0.183631247161362,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.94666666666667,0.184613230106414,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.93333333333333,0.185600464284681,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.92,0.186592977777557,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.90666666666667,0.187590798816604,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.89333333333333,0.188593955784354,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.88,0.189602477215118,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.86666666666667,0.190616391795795,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.85333333333333,0.191635728366691,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.84,0.192660515922336,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.82666666666667,0.193690783612314,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.81333333333333,0.194726560742085,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.8,0.195767876773824,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.78666666666667,0.196814761327257,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.77333333333333,0.197867244180505,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.76,0.198925355270928,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.74666666666667,0.19998912469598,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.73333333333333,0.201058582714063,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.72,0.202133759745388,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.70666666666667,0.203214686372842,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.69333333333333,0.204301393342853,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.68,0.205393911566273,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.66666666666667,0.206492272119247,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.65333333333333,0.207596506244107,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.64,0.208706645350252,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.62666666666667,0.209822721015049,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.61333333333333,0.210944764984723,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.6,0.212072809175268,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.58666666666667,0.213206885673351,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.57333333333333,0.214347026737224,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.56,0.215493264797643,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.54666666666667,0.21664563245879,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.53333333333333,0.2178041624992,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.52,0.218968887872696,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.50666666666667,0.220139841709322,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.49333333333333,0.221317057316288,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.48,0.222500568178917,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.46666666666667,0.223690407961599,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.45333333333333,0.224886610508745,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.44,0.226089209845753,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.42666666666667,0.227298240179973,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.41333333333333,0.228513735901684,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.4,0.229735731585067,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.38666666666667,0.230964261989195,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.37333333333333,0.232199362059013,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.36,0.233441066926342,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.34666666666667,0.234689411910869,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.33333333333333,0.235944432521159,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.32,0.23720616445566,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.30666666666667,0.238474643603721,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.29333333333333,0.239749906046612,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.28,0.241031988058552,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.26666666666667,0.242320926107736,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.25333333333333,0.243616756857379,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.24,0.244919517166754,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.22666666666667,0.246229244092241,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.21333333333333,0.247545974888385,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.2,0.248869747008949,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.18666666666667,0.250200598107985,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.17333333333333,0.251538566040905,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.16,0.252883688865551,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.14666666666667,0.254236004843286,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.13333333333333,0.255595552440078,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.12,0.256962370327596,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.10666666666667,0.258336497384306,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.09333333333333,0.259717972696581,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.08,0.261106835559814,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.06666666666667,0.26250312547953,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.05333333333333,0.263906882172513,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.04,0.265318145567939,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.02666666666667,0.266736955808506,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2.01333333333333,0.268163353251577,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-2,0.269597378470333,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.98666666666667,0.27103907225492,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.97333333333333,0.272488475613615,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.96,0.273945629773989,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.94666666666667,0.27541057618408,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.93333333333333,0.276883356513574,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.92,0.278364012654988,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.90666666666667,0.279852586724864,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.89333333333333,0.281349121064965,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.88,0.282853658243479,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.86666666666667,0.284366241056231,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.85333333333333,0.285886912527903,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.84,0.287415715913251,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
-1.82666666666667,0.288952694698341,"case_C",0.6,0,0,1,"case_C
p0=0.60, gamma=0.000, mu=0.00, sigma=1.00"
